,N,P_CODE,NRM_REGION,REEF,DEPTH,VISIT_NO,LATITUDE,LONGITUDE,Date,subregion,A,AB,HC,SC,CoralCover,MA,ST,Acr,RANK,DISTURBANCE,STORM_NAME,DISTURBANCE_DATE,juv5.d.nf,juv5.abun.nf,MAprop,yr,DateRange,NumYearsInRange,Change.score.linear.mean,CoralCover.score,juv.score,ma.score,gen.composition,composition.score
727,409,IN,Wet Tropics,High West,5,16,-17.16215,146.0069833,20/07/2020,Johnstone,36.625,22.75,35.4375,4.4375,39.875,0.625,1.4375,2.3125,1,n,,NA,3.35858666,43.5,1.706484642,2020,2017 - 2020,4,0.633468469,0.531666667,0.292051014,0.990869014,0.057630449,0.5
728,417,IN,Wet Tropics,High West,5,17,-17.16215,146.0069833,8/07/2021,Johnstone,49.5625,17.375,27.75,4.0625,31.8125,0.625,0,3.1875,1,c,,NA,3.642790058,61.5,1.261034048,2021,2018 - 2021,4,0.633468469,0.424166667,0.316764353,1,0.064189738,0.5
729,431,IN,Wet Tropics,High West,5,18,-17.16215,146.0069833,17/05/2022,Johnstone,50.50154247,15.5481152,29.13429962,2.938679245,32.07297886,0.751179245,0.0625,1.379323899,1,n,,NA,2.963188378,51,1.487438222,2022,2019 - 2022,4,0.644018235,0.427639718,0.257668555,1,-0.015457303,0
730,445,IN,Wet Tropics,High West,5,19,-17.16215,146.0069833,17/08/2023,Johnstone,48.1875,29.125,18.125,3.9375,22.0625,0.75,0,0.5,1,c,,NA,4.141334227,68,1.556420233,2023,2020 - 2023,4,0.742240981,0.294166667,0.36011602,1,-0.013883035,0
731,455,IN,Wet Tropics,High West,5,20,-17.16215,146.0069833,14/06/2024,Johnstone,59.3125,14.375,22.25,2.5,24.75,2.25,0,0.25,1,n,,NA,3.338818045,67,3.793466807,2024,2021 - 2024,4,0.742240981,0.33,0.290332004,0.792687092,-0.055713307,0
732,756,IN,Mackay Whitsunday,Hook,2,1,-20.16811667,148.8872,14/07/2005,Proserpine,42.45872642,1.753537736,24.26139937,24.27437107,48.53577044,0.0625,0.0625,5.689465409,NA,NA,NA,NA,4.351613413,32,0.147201778,2005,2002 - 2005,1,NA,0.647143606,0.378401166,1,0.035105854,0.5
733,761,IN,Mackay Whitsunday,Hook,2,2,-20.16811667,148.8872,5/05/2006,Proserpine,39.14858491,1.25,22.62893082,27.21658805,49.84551887,1.1875,0.0625,5.001179245,1,n,,NA,3.438771967,24,3.03331526,2006,2003 - 2006,2,0,0.664606918,0.299023649,1,-0.057722095,0.5
734,1380,IN,Mackay Whitsunday,Hook,2,NA,NA,NA,NA,Proserpine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2004 - 2007,3,0,0.664606918,0.299023649,1,NA,0.5
735,774,IN,Mackay Whitsunday,Hook,2,4,-20.16811667,148.8872,17/06/2008,Proserpine,42.0625,0.25,24.375,25.6875,50.0625,1.375,0,6.375,1,n,,NA,3.156221593,44,3.268945022,2008,2005 - 2008,4,0.182157578,0.6675,0.274454052,1,0.007258517,0.5
736,1381,IN,Mackay Whitsunday,Hook,2,NA,NA,NA,NA,Proserpine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,2006 - 2009,4,0.182157578,0.6675,0.274454052,1,NA,0.5
737,786,IN,Mackay Whitsunday,Hook,2,6,-20.16811667,148.8872,17/06/2010,Proserpine,47.26486247,1.004721957,17.85626144,26.18035487,44.03661631,1.564873418,0.125786164,4.631319162,1,s,Ului,20/03/2020,3.783463187,60,3.310859983,2010,2007 - 2010,4,0.364315156,0.587154884,0.328996799,1,-0.093602091,0.5
738,1382,IN,Mackay Whitsunday,Hook,2,NA,NA,NA,NA,Proserpine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,2008 - 2011,4,0.364315156,0.587154884,0.328996799,1,NA,0.5
739,796,IN,Mackay Whitsunday,Hook,2,8,-20.16811667,148.8872,8/05/2012,Proserpine,48.50489762,0.666930044,17.04923429,27.6330138,44.68224809,0.646658912,0.106227106,4.413044303,1,n,,NA,3.147274694,51.5,1.333182718,2012,2009 - 2012,4,0,0.595763308,0.27367606,1,-0.119854573,0.5
740,1383,IN,Mackay Whitsunday,Hook,2,NA,NA,NA,NA,Proserpine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,2010 - 2013,4,0,0.595763308,0.27367606,1,NA,0.5
741,804,IN,Mackay Whitsunday,Hook,2,10,-20.16811667,148.8872,10/07/2014,Proserpine,50.61623776,0.942639917,18.93021057,24.50029357,43.43050414,0.062893082,0.125791139,5.388389658,1,n,,NA,5.468467106,91,0.124254754,2014,2011 - 2014,4,0.18839641,0.579073389,0.462033365,1,-0.078125437,0.5
742,1384,IN,Mackay Whitsunday,Hook,2,NA,NA,NA,NA,Proserpine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,2012 - 2015,4,0.18839641,0.579073389,0.462033365,1,NA,0.5
743,813,IN,Mackay Whitsunday,Hook,2,12,-20.16811667,148.8872,5/05/2016,Proserpine,45.04756289,1.126965409,20.20951258,25.84944969,46.05896226,0.187893082,0.125,6.637578616,1,n,,NA,6.093148083,93,0.417099327,2016,2013 - 2016,4,0.330520174,0.614119497,0.506653434,1,-0.024135333,0.5
744,1385,IN,Mackay Whitsunday,Hook,2,NA,NA,NA,NA,Proserpine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,2014 - 2017,4,0.330520174,0.614119497,0.506653434,1,NA,0.5
745,821,IN,Mackay Whitsunday,Hook,2,14,-20.16811667,148.8872,14/06/2018,Proserpine,86.1875,5.8125,3.75,3.0625,6.8125,3.1875,0.875,1.75,1,s,Debbie,28/03/2020,0.893239887,26.5,3.698332125,2018,2015 - 2018,4,0.28424753,0.090833333,0.077673034,0.942872158,-0.394646778,0
746,1386,IN,Mackay Whitsunday,Hook,2,NA,NA,NA,NA,Proserpine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,2016 - 2019,4,0.28424753,0.090833333,0.077673034,0.942872158,NA,0
747,830,IN,Mackay Whitsunday,Hook,2,16,-20.16811667,148.8872,25/06/2020,Proserpine,87.3125,2.8125,4.125,4.25,8.375,7.75,0.0625,2.0625,1,b,,1/02/2020,3.702240805,110.5,8.876163207,2020,2017 - 2020,4,NA,0.111666667,0.321933983,0.076030853,-0.269301427,0
748,840,IN,Mackay Whitsunday,Hook,2,17,-20.16811667,148.8872,15/06/2021,Proserpine,85.875,2.0625,5.3125,5.125,10.4375,6.75,0.5625,2.4375,1,n,,NA,3.630448958,106.5,7.860262009,2021,2018 - 2021,4,0.397834468,0.139166667,0.315691214,0.246106915,-0.29423882,0
749,844,IN,Mackay Whitsunday,Hook,2,18,-20.16811667,148.8872,7/07/2022,Proserpine,82.625,4.4375,7.375,4.875,12.25,3.625,0,3.5625,1,n,,NA,5.77693385,163.5,4.387291982,2022,2019 - 2022,4,0.455182293,0.163333333,0.484066704,0.827530647,-0.260149228,0
750,855,IN,Mackay Whitsunday,Hook,2,19,-20.16811667,148.8872,25/06/2023,Proserpine,80.7995283,2.190251572,7.442216981,8.067610063,15.50982704,4.568396226,0,4.564858491,1,n,,NA,5.196367977,141.5,5.653988733,2023,2020 - 2023,4,0.34258168,0.206797694,0.442597713,0.615467903,-0.24901973,0
751,860,IN,Mackay Whitsunday,Hook,2,20,-20.16811667,148.8872,15/07/2024,Proserpine,73.625,2.75,8.1875,12.875,21.0625,1.9375,0,4.6875,1,n,,NA,6.231793438,155.5,2.631578947,2024,2021 - 2024,4,0.311963135,0.280833333,0.516556674,1,-0.150182466,0
752,865,IN,Mackay Whitsunday,Hook,5,1,-20.16811667,148.8871333,14/07/2005,Proserpine,44.69788036,10.35832282,25.95531887,17.61190562,43.56722449,0.251980431,0.251980431,2.81880433,NA,NA,NA,NA,3.042652557,23,0.563741343,2005,2002 - 2005,1,NA,0.580896327,0.264578483,1,-0.094668349,0.5
753,876,IN,Mackay Whitsunday,Hook,5,2,-20.16811667,148.8871333,5/05/2006,Proserpine,45.65212264,9.130503145,27.52555031,15.94064465,43.46619497,0.0625,0.3125,4.003930818,1,n,,NA,3.651716393,29.5,0.136904916,2006,2003 - 2006,2,0.555669604,0.579549266,0.317540556,1,-0.129307225,0.5
754,1387,IN,Mackay Whitsunday,Hook,5,NA,NA,NA,NA,Proserpine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2004 - 2007,3,0.555669604,0.579549266,0.317540556,1,NA,0.5
755,892,IN,Mackay Whitsunday,Hook,5,4,-20.16811667,148.8871333,17/06/2008,Proserpine,37.91077044,9.639544025,29.68003145,22.01965409,51.69968553,0.375393082,0.312893082,5.442216981,1,n,,NA,2.266869922,30,0.990201669,2008,2005 - 2008,4,0.485805061,0.68932914,0.197119124,1,-0.105818823,0.5
756,1388,IN,Mackay Whitsunday,Hook,5,NA,NA,NA,NA,Proserpine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,2006 - 2009,4,0.485805061,0.68932914,0.197119124,1,NA,0.5
757,911,IN,Mackay Whitsunday,Hook,5,6,-20.16811667,148.8871333,17/06/2010,Proserpine,38.46029874,16.19457547,26.02044025,17.07468553,43.09512579,0.812893082,1.750786164,3.252358491,1,s,Ului,20/03/2020,3.136566263,42.5,2.113590139,2010,2007 - 2010,4,0.415940519,0.574601677,0.272744892,0.895110465,-0.023764086,0.5
758,1389,IN,Mackay Whitsunday,Hook,5,NA,NA,NA,NA,Proserpine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,2008 - 2011,4,0.415940519,0.574601677,0.272744892,0.895110465,NA,0.5
759,927,IN,Mackay Whitsunday,Hook,5,8,-20.16811667,148.8871333,8/05/2012,Proserpine,40.95667741,13.6420978,25.66566381,17.71993211,43.38559592,0,0.634258784,3.536070481,1,n,,NA,2.980266288,42,0,2012,2009 - 2012,4,0,0.578474612,0.25915359,1,-0.272690311,0
760,1390,IN,Mackay Whitsunday,Hook,5,NA,NA,NA,NA,Proserpine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,2010 - 2013,4,0,0.578474612,0.25915359,1,NA,0
761,941,IN,Mackay Whitsunday,Hook,5,10,-20.16811667,148.8871333,10/07/2014,Proserpine,48.25,7.75,27.75,14.5,42.25,0.4375,0.25,7,1,n,,NA,4.383815101,72,0.906735751,2014,2011 - 2014,4,0.090477602,0.563333333,0.381201313,1,-0.127539007,0.5
762,1391,IN,Mackay Whitsunday,Hook,5,NA,NA,NA,NA,Proserpine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,2012 - 2015,4,0.090477602,0.563333333,0.381201313,1,NA,0.5
763,953,IN,Mackay Whitsunday,Hook,5,12,-20.16811667,148.8871333,5/05/2016,Proserpine,43.21540881,6.501179245,30.64072327,17.45283019,48.09355346,0,0.4375,3.696540881,1,n,,NA,3.457175516,51.5,0,2016,2013 - 2016,4,0.153167022,0.641247379,0.300623958,1,-0.054187153,0.5
764,1392,IN,Mackay Whitsunday,Hook,5,NA,NA,NA,NA,Proserpine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,2014 - 2017,4,0.153167022,0.641247379,0.300623958,1,NA,0.5
765,972,IN,Mackay Whitsunday,Hook,5,14,-20.16811667,148.8871333,14/06/2018,Proserpine,50.75,24.625,17.625,5.1875,22.8125,1.375,2.5625,2.625,1,s,Debbie,28/03/2020,1.612581962,28,2.709359606,2018,2015 - 2018,4,0.125378841,0.304166667,0.140224518,0.805355056,-0.130550472,0.5
766,1393,IN,Mackay Whitsunday,Hook,5,NA,NA,NA,NA,Proserpine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,2016 - 2019,4,0.125378841,0.304166667,0.140224518,0.805355056,NA,0.5
767,984,IN,Mackay Whitsunday,Hook,5,16,-20.16811667,148.8871333,25/06/2020,Proserpine,53.39897799,20.69221698,15.76336478,8.329009434,24.09237421,3.750393082,1.188679245,3.192610063,1,b,,1/02/2020,2.291866742,42.5,7.023342437,2020,2017 - 2020,4,NA,0.321231656,0.19929276,0.155433711,-0.129714872,0.5
768,994,IN,Mackay Whitsunday,Hook,5,17,-20.16811667,148.8871333,15/06/2021,Proserpine,52.625,16.25,19.4375,9.625,29.0625,0.9375,1.75,4,1,n,,NA,2.78012685,51.5,1.781472684,2021,2018 - 2021,4,1,0.3875,0.241750161,0.945145487,-0.100476561,0.5
769,1004,IN,Mackay Whitsunday,Hook,5,18,-20.16811667,148.8871333,7/07/2022,Proserpine,56.45564516,14.1875,19.59677419,7.885080645,27.48185484,1.8125,0,5.262096774,1,n,,NA,3.179529565,61.5,3.210484965,2022,2019 - 2022,4,0.563251186,0.366424731,0.276480832,0.729858217,-0.118062629,0.5
770,1010,IN,Mackay Whitsunday,Hook,5,19,-20.16811667,148.8871333,25/06/2023,Proserpine,55.9752657,14.89431076,18.53040164,8.46790164,26.99830328,2.881324138,0.375,2.696973768,1,n,,NA,3.385760783,64.5,5.147495241,2023,2020 - 2023,4,0.37550079,0.359977377,0.294413981,0.438038714,0.001812151,1
771,1019,IN,Mackay Whitsunday,Hook,5,20,-20.16811667,148.8871333,15/07/2024,Proserpine,47.5625,13.375,23.1875,12.5,35.6875,2.6875,0,4.4375,1,n,,NA,4.385087368,70.5,5.650459921,2024,2021 - 2024,4,0.531625593,0.475833333,0.381311945,0.362264773,-0.113795128,0.5
772,1043,IN,Fitzroy,Keppels South,2,1,-23.21615,150.9637833,11/04/2005,Fitzroy,30.875,6.6875,58.375,4,62.375,1.0625,0,58,NA,NA,NA,NA,4.379559997,29.5,3.441295547,2005,2002 - 2005,1,NA,0.831666667,0.380831304,1,0.635929613,0.5
773,1048,IN,Fitzroy,Keppels South,2,2,-23.21615,150.9637833,5/09/2006,Fitzroy,39.82053081,9.125,45.67946919,5.3125,50.99196919,19.58454243,0,45.30446919,1,b,,1/02/2020,3.719565045,26,49.18202253,2006,2003 - 2006,2,NA,0.679892923,0.323440439,0,0.623591447,0.5
774,1057,IN,Fitzroy,Keppels South,2,3,-23.21615,150.9637833,10/06/2007,Fitzroy,34.57560528,5.150610023,53.5464334,6.727351295,60.2737847,20.01755357,0,53.10213007,1,n,,NA,3.339241729,46,57.89501994,2007,2004 - 2007,3,1,0.803650463,0.290368846,0,0.641927769,0.5
775,1058,IN,Fitzroy,Keppels South,2,4,-23.21615,150.9637833,26/04/2008,Fitzroy,39.25,2.75,50.1875,7.75,57.9375,11.0625,0.0625,50.0625,1,d,,NA,1.058453232,15,28.18471338,2008,2005 - 2008,4,0.5,0.7725,0.092039411,0,0.637830936,0.5
776,1063,IN,Fitzroy,Keppels South,2,5,-23.21615,150.9637833,21/05/2009,Fitzroy,33.0625,5.75,54.625,6.5,61.125,13.1875,0,54.25,1,n,,NA,1.973903303,22,39.88657845,2009,2006 - 2009,4,0.474453129,0.815,0.171643765,0,0.621288647,0.5
777,1067,IN,Fitzroy,Keppels South,2,6,-23.21615,150.9637833,26/05/2010,Fitzroy,34.8125,7.625,52.375,5.0625,57.4375,7,0,51.875,1,d,,NA,1.952273042,22.5,20.10771993,2010,2007 - 2010,4,0.355839847,0.765833333,0.169762873,0.15143749,0.596685333,0
778,1074,IN,Fitzroy,Keppels South,2,7,-23.21615,150.9637833,12/05/2011,Fitzroy,84.71123418,6.125,8.851265823,0.25,9.101265823,6.140031646,0,8.538765823,1,f,,10/01/2020,0.98236245,27.5,7.248190521,2011,2008 - 2011,4,0.141119796,0.121350211,0.085422822,0.824752247,0.524431891,0
779,1079,IN,Fitzroy,Keppels South,2,8,-23.21615,150.9637833,12/05/2012,Fitzroy,91.43238994,3.5625,4.817610063,0.125,4.942610063,61.14622642,0,4.255110063,1,n,,NA,0.90972836,28,66.87589207,2012,2009 - 2012,4,0.141119796,0.065901468,0.079106814,0,0.473463186,0
780,1084,IN,Fitzroy,Keppels South,2,9,-23.21615,150.9637833,21/05/2013,Fitzroy,88.11281447,3.5,8.262185535,0,8.262185535,53.84080189,0,7.887185535,1,n,,NA,1.071766105,32.5,61.10439465,2013,2010 - 2013,4,0.158937764,0.110162474,0.093197053,0,0.522388374,0
781,1086,IN,Fitzroy,Keppels South,2,10,-23.21615,150.9637833,2/05/2014,Fitzroy,86.49367089,4.5,8.756329114,0,8.756329114,63.65189873,0,7.878955696,1,n,,NA,1.19590172,35,73.5913947,2014,2011 - 2014,4,0.207631181,0.116751055,0.103991454,0,0.519183128,0
782,1096,IN,Fitzroy,Keppels South,2,11,-23.21615,150.9637833,10/05/2015,Fitzroy,85.05896226,5.5,9.003144654,0.25,9.253144654,55.27515723,0,8.315644654,1,n,,NA,1.252026253,36,64.98451869,2015,2012 - 2015,4,0.185976464,0.123375262,0.108871848,0,0.563152543,0
783,1098,IN,Fitzroy,Keppels South,2,12,-23.21615,150.9637833,24/05/2016,Fitzroy,82.375,3.75,13.4375,0.375,13.8125,40.3125,0.0625,12.25,1,n,,NA,3.287798057,90,48.93778452,2016,2013 - 2016,4,0.298584968,0.184166667,0.285895483,0,0.507848979,0
784,1101,IN,Fitzroy,Keppels South,2,13,-23.21615,150.9637833,14/05/2017,Fitzroy,74,5.625,19.8125,0.5,20.3125,20.9375,0,18.3125,1,n,,NA,4.121575688,99,28.29391892,2017,2014 - 2017,4,0.311926151,0.270833333,0.358397886,0,0.493987111,0
785,1105,IN,Fitzroy,Keppels South,2,14,-23.21615,150.9637833,3/05/2018,Fitzroy,68.0399799,5.063286164,25.51660397,1.255129966,26.77173394,13.16680599,0,22.13174707,1,n,,NA,8.023624138,182.5,19.35157242,2018,2015 - 2018,4,0.38983703,0.356956453,0.644544581,0.191028773,0.453436894,0
786,1394,IN,Fitzroy,Keppels South,2,NA,NA,NA,NA,Fitzroy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,2016 - 2019,4,0.47944527,0.356956453,0.644544581,0.191028773,NA,0
787,1116,IN,Fitzroy,Keppels South,2,16,-23.21615,150.9637833,1/05/2020,Fitzroy,52.8125,6.0625,38.1875,2.5,40.6875,38.25,0,34.25,1,b,,1/02/2020,2.640581028,51,72.4260355,2020,2017 - 2020,4,0.493950896,0.5425,0.229615742,0,0.425696612,0
788,1118,IN,Fitzroy,Keppels South,2,17,-23.21615,150.9637833,6/05/2021,Fitzroy,46.25,5.75,45.75,1.875,47.625,31.1875,0,42.6875,1,n,,NA,1.857914382,26.5,67.43243243,2021,2018 - 2021,4,0.506776853,0.635,0.161557772,0,0.439205236,0
789,1126,IN,Fitzroy,Keppels South,2,18,-23.21615,150.9637833,7/05/2022,Fitzroy,42.56918239,6,49.93081761,1.25,51.18081761,25.31446541,0,47.17767296,1,n,,NA,2.023952916,25.5,59.46664697,2022,2019 - 2022,4,0.468063989,0.682410901,0.175995906,0,0.501909654,0
790,1131,IN,Fitzroy,Keppels South,2,19,-23.21615,150.9637833,19/05/2023,Fitzroy,39.5625,4.1875,52.875,3.125,56,26.5,0,51.125,1,n,,NA,2.358936263,28,66.98262243,2023,2020 - 2023,4,0.410408678,0.746666667,0.205124892,0,0.527288218,0
791,1136,IN,Fitzroy,Keppels South,2,20,-23.21615,150.9637833,14/05/2024,Fitzroy,63.159265,6.896031841,27.6875676,1.880548211,29.56811581,16.01012284,0,26.30978598,1,b,,NA,0.623487261,14,25.3488112,2024,2021 - 2024,4,0.410408678,0.394241544,0.054216284,0,0.45482925,0
792,1137,IN,Fitzroy,Keppels South,5,1,-23.21626667,150.9634,11/04/2005,Fitzroy,39.3879717,11.875,47.8620283,0.875,48.7370283,1.126965409,0,47.6120283,NA,NA,NA,NA,2.972049313,27,2.861191781,2005,2002 - 2005,1,NA,0.649827044,0.258439071,0.949200429,0.843449798,0.5
793,1143,IN,Fitzroy,Keppels South,5,2,-23.21626667,150.9634,5/09/2006,Fitzroy,46.14393758,14.75079114,38.23027128,0.6875,38.91777128,15.81451019,0,37.29237819,1,b,,1/02/2020,2.859651323,28.5,34.27212981,2006,2003 - 2006,2,NA,0.518903617,0.248665332,0,0.825433987,0.5
794,1149,IN,Fitzroy,Keppels South,5,3,-23.21626667,150.9634,10/06/2007,Fitzroy,58.16234277,7.942216981,32.89426101,0.501179245,33.39544025,22.81525157,0,32.3297956,1,n,,NA,1.712182267,39,39.22684419,2007,2004 - 2007,3,0,0.445272537,0.148885415,0,0.83648594,0.5
795,1154,IN,Fitzroy,Keppels South,5,4,-23.21626667,150.9634,27/04/2008,Fitzroy,57.8125,9.375,32.1875,0.4375,32.625,13.125,0,31.375,1,d,,NA,1.485292995,33,22.7027027,2008,2005 - 2008,4,0,0.435,0.129155913,0.057810217,0.790500435,0
796,1159,IN,Fitzroy,Keppels South,5,5,-23.21626667,150.9634,19/05/2009,Fitzroy,53.81329114,10.75,34.56170886,0.5625,35.12420886,17.4596519,0,33.81170886,1,n,,NA,1.208533728,24.5,32.44486916,2009,2006 - 2009,4,0.125797682,0.468322785,0.105089889,0,0.81165228,0.5
797,1165,IN,Fitzroy,Keppels South,5,6,-23.21626667,150.9634,26/05/2010,Fitzroy,46.375,21,31,0.875,31.875,8.125,0,30.0625,1,d,,NA,1.479837218,20.5,17.52021563,2010,2007 - 2010,4,0.094348262,0.425,0.128681497,0.290636148,0.783851119,0
798,1167,IN,Fitzroy,Keppels South,5,7,-23.21626667,150.9634,12/05/2011,Fitzroy,55.34626025,16.06328616,27.40137628,0.5,27.90137628,7.585383329,0,26.3384832,1,d,,NA,1.454064772,27.5,13.70532227,2011,2008 - 2011,4,0.094348262,0.37201835,0.126440415,0.462022219,0.784632028,0
799,1175,IN,Fitzroy,Keppels South,5,8,-23.21626667,150.9634,12/05/2012,Fitzroy,60.58934898,13.37539308,25.72236486,0.0625,25.78486486,39.350614,0,25.09736486,1,n,,NA,1.038937344,23,64.94642155,2012,2009 - 2012,4,0.094348262,0.343798198,0.090342378,0,0.762393645,0
800,1180,IN,Fitzroy,Keppels South,5,9,-23.21626667,150.9634,21/05/2013,Fitzroy,56.54127358,16.125,26.20872642,0.1875,26.39622642,22.89111635,0,25.27004717,1,n,,NA,1.163372487,22,40.48567516,2013,2010 - 2013,4,0.040243497,0.351949686,0.101162825,0,0.798212732,0.5
801,1186,IN,Fitzroy,Keppels South,5,10,-23.21626667,150.9634,2/05/2014,Fitzroy,60.78852201,15.5,23.33647799,0,23.33647799,35.58529874,0,22.52397799,1,n,,NA,0.864413297,18,58.53950312,2014,2011 - 2014,4,0.040243497,0.31115304,0.075166374,0,0.751783526,0
802,1191,IN,Fitzroy,Keppels South,5,11,-23.21626667,150.9634,10/05/2015,Fitzroy,51.5625,18.375,29.6875,0.0625,29.75,35.1875,0.125,29.125,1,n,,NA,1.336904663,23,68.24242424,2015,2012 - 2015,4,0.178173063,0.396666667,0.116252579,0,0.816277729,0.5
803,1195,IN,Fitzroy,Keppels South,5,12,-23.21626667,150.9634,24/05/2016,Fitzroy,50.5,14.0625,34.625,0.625,35.25,20.9375,0,33.6875,1,n,,NA,1.937921414,33.5,41.46039604,2016,2013 - 2016,4,0.302471259,0.47,0.168514906,0,0.804025888,0.5
804,1197,IN,Fitzroy,Keppels South,5,13,-23.21626667,150.9634,14/05/2017,Fitzroy,48.1875,18.25,33.125,0.3125,33.4375,16.5,0,31.3125,1,n,,NA,2.507838736,40,34.24124514,2017,2014 - 2017,4,0.262227762,0.445833333,0.218072934,0,0.753079741,0
805,1201,IN,Fitzroy,Keppels South,5,14,-23.21626667,150.9634,3/05/2018,Fitzroy,51.6875,16.5625,30.6875,0.4375,31.125,9.625,0,29.75,1,n,,NA,1.879020796,32.5,18.62152358,2018,2015 - 2018,4,0.262227762,0.415,0.163393113,0.241159315,0.814056388,0.5
806,1395,IN,Fitzroy,Keppels South,5,NA,NA,NA,NA,Fitzroy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,2016 - 2019,4,0.165730928,0.415,0.163393113,0.241159315,NA,0.5
807,1207,IN,Fitzroy,Keppels South,5,16,-23.21626667,150.9634,1/05/2020,Fitzroy,42.8125,17.875,38.6875,0.3125,39,23.8125,0,37.625,1,b,,1/02/2020,1.519266593,22.5,55.62043796,2020,2017 - 2020,4,0,0.52,0.132110139,0,0.81873797,0.5
808,1213,IN,Fitzroy,Keppels South,5,17,-23.21626667,150.9634,6/05/2021,Fitzroy,48.6875,16.5,33.5625,0.625,34.1875,21.9375,0,33.0625,1,b,,1/02/2020,1.101571868,16.5,45.05776637,2021,2018 - 2021,4,0,0.455833333,0.095788858,0,0.825653688,0.5
809,1220,IN,Fitzroy,Keppels South,5,18,-23.21626667,150.9634,7/05/2022,Fitzroy,46.6875,16.1875,35.75,0.5625,36.3125,14.8125,0,34.4375,1,n,,NA,2.216894341,32,31.72690763,2022,2019 - 2022,4,0.393493892,0.484166667,0.192773421,0,0.752374086,0
810,1226,IN,Fitzroy,Keppels South,5,19,-23.21626667,150.9634,19/05/2023,Fitzroy,46.57272013,15.75039308,36.73938679,0.5625,37.30188679,19.18907233,0,35.92688679,1,n,,NA,2.29329597,33,41.20238688,2023,2020 - 2023,4,0.31050384,0.497358491,0.199417041,0,0.80546539,0.5
811,1227,IN,Fitzroy,Keppels South,5,20,-23.21626667,150.9634,14/05/2024,Fitzroy,64.54640618,13.31407233,21.38832722,0.3125,21.70082722,21.74626197,0,19.88754106,1,b,,NA,1.367007439,29,33.69089505,2024,2021 - 2024,4,0.31050384,0.289344363,0.118870212,0,0.677924724,0
812,4,IN,Wet Tropics,King,2,1,-17.77408333,146.1584833,12/08/2005,Tully,94.375,2.0625,3.5,0.0625,3.5625,58.625,0,1.1875,NA,NA,NA,NA,0.850614934,13.5,62.1192053,2005,2002 - 2005,1,NA,0.0475,0.073966516,0,-0.428557865,0.5
813,14,IN,Wet Tropics,King,2,2,-17.77408333,146.1584833,25/05/2006,Tully,89.125,7.75,2.3125,0,2.3125,18.875,0,0.1875,1,s,Larry,19/03/2020,1.467237701,22.5,21.17812062,2006,2003 - 2006,2,NA,0.030833333,0.127585887,0.108209436,-0.51304123,0.5
814,1396,IN,Wet Tropics,King,2,NA,NA,NA,NA,Tully,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2004 - 2007,3,NA,0.030833333,0.127585887,0.108209436,NA,0.5
815,43,IN,Wet Tropics,King,2,4,-17.77408333,146.1584833,17/09/2008,Tully,97.9375,1.5625,0.5,0,0.5,79.875,0,0,1,n,,NA,0.391677711,13,81.55711551,2008,2005 - 2008,4,0,0.006666667,0.034058931,0,-0.302120134,1
816,1397,IN,Wet Tropics,King,2,NA,NA,NA,NA,Tully,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,2006 - 2009,4,0,0.006666667,0.034058931,0,NA,1
817,61,IN,Wet Tropics,King,2,6,-17.77408333,146.1584833,5/06/2010,Tully,86.5625,11.0625,1.8125,0,1.8125,51.25,0,0.375,1,n,,NA,0.609185506,17.5,59.20577617,2010,2007 - 2010,4,0.5,0.024166667,0.052972653,0,-0.452190049,0.5
818,1398,IN,Wet Tropics,King,2,NA,NA,NA,NA,Tully,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,2008 - 2011,4,0.5,0.024166667,0.052972653,0,NA,0.5
